"","Entity","Code","Year","source","energy_twh","rank"
"2786","Norway","NOR",2010,"gas",4.8,86
"2787","Sweden","SWE",2010,"oil",4.6,87
"2788","France","FRA",2010,"bioenergy",4.44,88
"2789","Japan","JPN",2010,"wind",4.02,89
"2790","United Kingdom","GBR",2010,"hydro",3.59,90
"2791","Japan","JPN",2010,"solar",3.54,91
"2792","Sweden","SWE",2010,"wind",3.49,92
"2793","Australia","AUS",2010,"oil",2.92,93
"2794","Sweden","SWE",2010,"gas",2.91,94
"2795","Japan","JPN",2010,"other_renewables",2.46,95
"2796","Australia","AUS",2010,"bioenergy",2.3,96
"2797","Brazil","BRA",2010,"wind",2.18,97
"2798","South Africa","ZAF",2010,"hydro",2.09,98
"2799","United States","USA",2010,"solar",1.21,99
"2800","Sweden","SWE",2010,"coal",1.02,100
"2801","Norway","NOR",2010,"wind",0.88,101
"2802","South Africa","ZAF",2010,"gas",0.76,102
"2803","China","CHN",2010,"solar",0.7,103
"2804","France","FRA",2010,"solar",0.62,104
"2805","Russia","RUS",2010,"bioenergy",0.51,105
"2806","Russia","RUS",2010,"other_renewables",0.5,106
"2807","France","FRA",2010,"other_renewables",0.48,107
"2808","Australia","AUS",2010,"solar",0.39,108
"2809","South Africa","ZAF",2010,"bioenergy",0.37,109
"2810","Norway","NOR",2010,"bioenergy",0.35,110
"2811","Norway","NOR",2010,"oil",0.28,111
"2812","Canada","CAN",2010,"solar",0.25,112
"2813","South Africa","ZAF",2010,"oil",0.19,113
"2814","India","IND",2010,"solar",0.11,114
"2815","Norway","NOR",2010,"coal",0.04,115
"2816","United Kingdom","GBR",2010,"solar",0.04,116
"2817","Canada","CAN",2010,"other_renewables",0.03,117
"2818","Germany","DEU",2010,"other_renewables",0.03,118
"2819","South Africa","ZAF",2010,"wind",0.03,119
"2820","South Africa","ZAF",2010,"solar",0.02,120
"2821","Sweden","SWE",2010,"solar",0.01,121
"2822","Australia","AUS",2010,"other_renewables",0,122
"2823","Australia","AUS",2010,"nuclear",0,123
"2824","Brazil","BRA",2010,"other_renewables",0,124
"2825","Brazil","BRA",2010,"solar",0,125
"2826","China","CHN",2010,"other_renewables",0,126
"2827","India","IND",2010,"other_renewables",0,127
"2828","Norway","NOR",2010,"other_renewables",0,128
"2829","Norway","NOR",2010,"solar",0,129
"2830","Norway","NOR",2010,"nuclear",0,130
"2831","Russia","RUS",2010,"solar",0,131
"2832","Russia","RUS",2010,"wind",0,132
"2833","South Africa","ZAF",2010,"other_renewables",0,133
"2834","Sweden","SWE",2010,"other_renewables",0,134
"2835","United Kingdom","GBR",2010,"other_renewables",0,135
"2836","World","OWID_WRL",2011,"coal",8814.17,1
"2837","World","OWID_WRL",2011,"gas",4767.24,2
"2838","China","CHN",2011,"coal",3690.87,3
"2839","World","OWID_WRL",2011,"hydro",3479.25,4
"2840","World","OWID_WRL",2011,"nuclear",2575.35,5
"2841","United States","USA",2011,"coal",1733.43,6
"2842","World","OWID_WRL",2011,"oil",1103.87,7
"2843","United States","USA",2011,"gas",1013.69,8
"2844","United States","USA",2011,"nuclear",790.2,9
"2845","India","IND",2011,"coal",701.25,10
"2846","China","CHN",2011,"hydro",688.04,11
"2847","Russia","RUS",2011,"gas",489.7,12
"2848","France","FRA",2011,"nuclear",442.39,13
"2849","World","OWID_WRL",2011,"wind",440.39,14
"2850","Brazil","BRA",2011,"hydro",428.33,15
"2851","Canada","CAN",2011,"hydro",371.97,16
"2852","Japan","JPN",2011,"gas",356.58,17
"2853","World","OWID_WRL",2011,"bioenergy",342.44,18
"2854","United States","USA",2011,"hydro",312.93,19
"2855","Japan","JPN",2011,"coal",267.62,20
"2856","Germany","DEU",2011,"coal",262.46,21
"2857","South Africa","ZAF",2011,"coal",227.56,22
"2858","Russia","RUS",2011,"hydro",165.84,23
"2859","Australia","AUS",2011,"coal",164.21,24
"2860","Russia","RUS",2011,"nuclear",162.02,25
"2861","Russia","RUS",2011,"coal",155.01,26
"2862","Japan","JPN",2011,"nuclear",153.38,27
"2863","Japan","JPN",2011,"oil",152.9,28
"2864","United Kingdom","GBR",2011,"gas",146.5,29
"2865","India","IND",2011,"hydro",131.7,30
"2866","Norway","NOR",2011,"hydro",120.28,31
"2867","United States","USA",2011,"wind",120.18,32
"2868","India","IND",2011,"gas",117.56,33
"2869","China","CHN",2011,"gas",108.77,34
"2870","United Kingdom","GBR",2011,"coal",108.44,35
"2871","Germany","DEU",2011,"nuclear",107.97,36
"2872","Canada","CAN",2011,"nuclear",88.29,37
"2873","Germany","DEU",2011,"gas",87.58,38
"2874","China","CHN",2011,"nuclear",87.2,39
"2875","Japan","JPN",2011,"hydro",84.55,40
"2876","China","CHN",2011,"wind",74.1,41
"2877","Canada","CAN",2011,"coal",70.58,42
"2878","World","OWID_WRL",2011,"other_renewables",69.67,43
"2879","United Kingdom","GBR",2011,"nuclear",68.98,44
"2880","Sweden","SWE",2011,"hydro",66.43,45
"2881","World","OWID_WRL",2011,"solar",61.85,46
"2882","Sweden","SWE",2011,"nuclear",60.47,47
"2883","United States","USA",2011,"bioenergy",56.67,48
"2884","Canada","CAN",2011,"gas",55.24,49
"2885","Germany","DEU",2011,"wind",49.86,50
"2886","Australia","AUS",2011,"gas",46.58,51
"2887","France","FRA",2011,"hydro",45.74,52
"2888","United States","USA",2011,"oil",41.81,53
"2889","Germany","DEU",2011,"bioenergy",36.89,54
"2890","India","IND",2011,"nuclear",32.22,55
"2891","Brazil","BRA",2011,"bioenergy",31.29,56
"2892","France","FRA",2011,"gas",29.49,57
"2893","China","CHN",2011,"bioenergy",27.63,58
"2894","Russia","RUS",2011,"oil",25.81,59
"2895","Brazil","BRA",2011,"gas",24.06,60
"2896","India","IND",2011,"wind",23.95,61
"2897","Germany","DEU",2011,"oil",23.12,62
"2898","Japan","JPN",2011,"bioenergy",20.06,63
"2899","Germany","DEU",2011,"solar",19.6,64
"2900","United States","USA",2011,"other_renewables",18.14,65
"2901","Germany","DEU",2011,"hydro",17.67,66
"2902","France","FRA",2011,"coal",17.39,67
"2903","India","IND",2011,"bioenergy",17.14,68
"2904","Australia","AUS",2011,"hydro",16.69,69
"2905","United Kingdom","GBR",2011,"wind",15.96,70
"2906","Brazil","BRA",2011,"nuclear",14.8,71
"2907","Brazil","BRA",2011,"oil",13.6,72
"2908","United Kingdom","GBR",2011,"bioenergy",13.31,73
"2909","South Africa","ZAF",2011,"nuclear",12.94,74
"2910","Brazil","BRA",2011,"coal",12.61,75
"2911","France","FRA",2011,"wind",12.37,76
"2912","China","CHN",2011,"oil",12.13,77
"2913","France","FRA",2011,"oil",12.11,78
"2914","Sweden","SWE",2011,"bioenergy",11.54,79
"2915","Canada","CAN",2011,"wind",10.09,80
"2916","India","IND",2011,"oil",9.35,81
"2917","Canada","CAN",2011,"bioenergy",9.29,82
"2918","Australia","AUS",2011,"wind",6.79,83
"2919","Sweden","SWE",2011,"wind",6.11,84
"2920","United Kingdom","GBR",2011,"oil",5.94,85
"2921","United Kingdom","GBR",2011,"hydro",5.69,86
"2922","Canada","CAN",2011,"oil",5.48,87
"2923","France","FRA",2011,"bioenergy",5.04,88
"2924","Japan","JPN",2011,"solar",4.84,89
"2925","Japan","JPN",2011,"wind",4.68,90
"2926","Norway","NOR",2011,"gas",3.71,91
"2927","Sweden","SWE",2011,"oil",3.48,92
"2928","Australia","AUS",2011,"oil",2.77,93
"2929","Brazil","BRA",2011,"wind",2.7,94
"2930","China","CHN",2011,"solar",2.61,95
"2931","Australia","AUS",2011,"bioenergy",2.46,96
"2932","Japan","JPN",2011,"other_renewables",2.37,97
"2933","France","FRA",2011,"solar",2.33,98
"2934","South Africa","ZAF",2011,"hydro",2.04,99
"2935","United States","USA",2011,"solar",1.82,100
"2936","Sweden","SWE",2011,"gas",1.58,101
"2937","Australia","AUS",2011,"solar",1.39,102
"2938","Norway","NOR",2011,"wind",1.28,103
"2939","India","IND",2011,"solar",0.83,104
"2940","South Africa","ZAF",2011,"gas",0.83,105
"2941","South Africa","ZAF",2011,"oil",0.67,106
"2942","Sweden","SWE",2011,"coal",0.66,107
"2943","Canada","CAN",2011,"solar",0.57,108
"2944","Norway","NOR",2011,"oil",0.56,109
"2945","France","FRA",2011,"other_renewables",0.54,110
"2946","Russia","RUS",2011,"other_renewables",0.52,111
"2947","Russia","RUS",2011,"bioenergy",0.52,112
"2948","South Africa","ZAF",2011,"bioenergy",0.39,113
"2949","Norway","NOR",2011,"bioenergy",0.34,114
"2950","United Kingdom","GBR",2011,"solar",0.24,115
"2951","Norway","NOR",2011,"coal",0.04,116
"2952","South Africa","ZAF",2011,"wind",0.04,117
"2953","Canada","CAN",2011,"other_renewables",0.03,118
"2954","Germany","DEU",2011,"other_renewables",0.02,119
"2955","South Africa","ZAF",2011,"solar",0.02,120
"2956","Sweden","SWE",2011,"solar",0.01,121
"2957","Australia","AUS",2011,"other_renewables",0,122
"2958","Australia","AUS",2011,"nuclear",0,123
"2959","Brazil","BRA",2011,"other_renewables",0,124
"2960","Brazil","BRA",2011,"solar",0,125
"2961","China","CHN",2011,"other_renewables",0,126
"2962","India","IND",2011,"other_renewables",0,127
"2963","Norway","NOR",2011,"other_renewables",0,128
"2964","Norway","NOR",2011,"solar",0,129
"2965","Norway","NOR",2011,"nuclear",0,130
"2966","Russia","RUS",2011,"solar",0,131
"2967","Russia","RUS",2011,"wind",0,132
"2968","South Africa","ZAF",2011,"other_renewables",0,133
"2969","Sweden","SWE",2011,"other_renewables",0,134
"2970","United Kingdom","GBR",2011,"other_renewables",0,135
"2971","World","OWID_WRL",2012,"coal",8855.83,1
"2972","World","OWID_WRL",2012,"gas",5042.66,2
"2973","China","CHN",2012,"coal",3748.19,3
"2974","World","OWID_WRL",2012,"hydro",3645.02,4
"2975","World","OWID_WRL",2012,"nuclear",2403.21,5
"2976","United States","USA",2012,"coal",1514.04,6
"2977","United States","USA",2012,"gas",1225.89,7
"2978","World","OWID_WRL",2012,"oil",1157.13,8
"2979","China","CHN",2012,"hydro",862.79,9
"2980","India","IND",2012,"coal",787.13,10
"2981","United States","USA",2012,"nuclear",769.33,11
"2982","World","OWID_WRL",2012,"wind",529.11,12
"2983","Russia","RUS",2012,"gas",495.72,13
"2984","France","FRA",2012,"nuclear",425.41,14
"2985","Brazil","BRA",2012,"hydro",415.34,15
"2986","Japan","JPN",2012,"gas",410.02,16
"2987","Canada","CAN",2012,"hydro",376.46,17
"2988","World","OWID_WRL",2012,"bioenergy",370.87,18
"2989","Japan","JPN",2012,"coal",314.75,19
"2990","Germany","DEU",2012,"coal",276.23,20
"2991","United States","USA",2012,"hydro",271.29,21
"2992","South Africa","ZAF",2012,"coal",223.38,22
"2993","Japan","JPN",2012,"oil",195.62,23
"2994","Russia","RUS",2012,"nuclear",166.29,24
"2995","Russia","RUS",2012,"hydro",165.9,25
"2996","Russia","RUS",2012,"coal",159.39,26
"2997","Australia","AUS",2012,"coal",156.29,27
"2998","United Kingdom","GBR",2012,"coal",142.79,28
"2999","Norway","NOR",2012,"hydro",141.72,29
"3000","United States","USA",2012,"wind",140.82,30
"3001","India","IND",2012,"hydro",115.78,31
"3002","China","CHN",2012,"gas",110.25,32
"3003","China","CHN",2012,"wind",103.05,33
"3004","United Kingdom","GBR",2012,"gas",100.17,34
"3005","Germany","DEU",2012,"nuclear",99.46,35
"3006","China","CHN",2012,"nuclear",98.32,36
"3007","India","IND",2012,"gas",96.25,37
"3008","World","OWID_WRL",2012,"solar",95.18,38
"3009","Canada","CAN",2012,"nuclear",89.49,39
"3010","Sweden","SWE",2012,"hydro",78.93,40
"3011","Germany","DEU",2012,"gas",78,41
"3012","Japan","JPN",2012,"hydro",76.18,42
"3013","World","OWID_WRL",2012,"other_renewables",70.88,43
"3014","United Kingdom","GBR",2012,"nuclear",70.4,44
"3015","Sweden","SWE",2012,"nuclear",64.04,45
"3016","Canada","CAN",2012,"coal",61.98,46
"3017","France","FRA",2012,"hydro",59.83,47
"3018","United States","USA",2012,"bioenergy",57.62,48
"3019","Canada","CAN",2012,"gas",56.52,49
"3020","Germany","DEU",2012,"wind",51.68,50
"3021","Australia","AUS",2012,"gas",47.07,51
"3022","Brazil","BRA",2012,"gas",44.96,52
"3023","Germany","DEU",2012,"bioenergy",43.2,53
"3024","United States","USA",2012,"oil",39.09,54
"3025","Brazil","BRA",2012,"bioenergy",34.39,55
"3026","India","IND",2012,"nuclear",33.14,56
"3027","China","CHN",2012,"bioenergy",30.13,57
"3028","India","IND",2012,"wind",27.43,58
"3029","Russia","RUS",2012,"oil",26.48,59
"3030","Germany","DEU",2012,"solar",26.38,60
"3031","Germany","DEU",2012,"oil",23.66,61
"3032","France","FRA",2012,"gas",22.75,62
"3033","Germany","DEU",2012,"hydro",21.75,63
"3034","France","FRA",2012,"coal",21.46,64
"3035","Japan","JPN",2012,"bioenergy",21.06,65
"3036","India","IND",2012,"bioenergy",19.94,66
"3037","United Kingdom","GBR",2012,"wind",19.85,67
"3038","United States","USA",2012,"other_renewables",18.26,68
"3039","Brazil","BRA",2012,"oil",18.06,69
"3040","France","FRA",2012,"wind",15.18,70
"3041","Brazil","BRA",2012,"nuclear",15.17,71
"3042","Japan","JPN",2012,"nuclear",15.12,72
"3043","United Kingdom","GBR",2012,"bioenergy",14.73,73
"3044","Brazil","BRA",2012,"coal",14.19,74
"3045","Australia","AUS",2012,"hydro",13.98,75
"3046","South Africa","ZAF",2012,"nuclear",12.4,76
"3047","France","FRA",2012,"oil",12.21,77
"3048","Sweden","SWE",2012,"bioenergy",12.19,78
"3049","Canada","CAN",2012,"wind",11.2,79
"3050","China","CHN",2012,"oil",10.94,80
"3051","India","IND",2012,"oil",10.07,81
"3052","Canada","CAN",2012,"bioenergy",10.02,82
"3053","Australia","AUS",2012,"wind",7.39,83
"3054","Sweden","SWE",2012,"wind",7.16,84
"3055","Japan","JPN",2012,"solar",6.61,85
"3056","United Kingdom","GBR",2012,"oil",6.29,86
"3057","Canada","CAN",2012,"oil",5.7,87
"3058","United Kingdom","GBR",2012,"hydro",5.31,88
"3059","France","FRA",2012,"bioenergy",5.3,89
"3060","Brazil","BRA",2012,"wind",5.05,90
"3061","Japan","JPN",2012,"wind",4.84,91
"3062","France","FRA",2012,"solar",4.43,92
"3063","United States","USA",2012,"solar",4.33,93
"3064","China","CHN",2012,"solar",3.59,94
"3065","Australia","AUS",2012,"oil",3.39,95
"3066","Australia","AUS",2012,"bioenergy",2.93,96
"3067","Sweden","SWE",2012,"oil",2.69,97
"3068","Japan","JPN",2012,"other_renewables",2.4,98
"3069","Australia","AUS",2012,"solar",2.33,99
"3070","Norway","NOR",2012,"gas",2.24,100
"3071","India","IND",2012,"solar",2.1,101
"3072","South Africa","ZAF",2012,"oil",1.8,102
"3073","South Africa","ZAF",2012,"gas",1.66,103
"3074","Norway","NOR",2012,"wind",1.55,104
"3075","United Kingdom","GBR",2012,"solar",1.35,105
"3076","South Africa","ZAF",2012,"hydro",1.19,106
"3077","Sweden","SWE",2012,"gas",0.92,107
"3078","Canada","CAN",2012,"solar",0.87,108
"3079","Norway","NOR",2012,"oil",0.67,109
"3080","France","FRA",2012,"other_renewables",0.51,110
"3081","Russia","RUS",2012,"other_renewables",0.48,111
"3082","Sweden","SWE",2012,"coal",0.48,112
"3083","Russia","RUS",2012,"bioenergy",0.47,113
"3084","South Africa","ZAF",2012,"bioenergy",0.4,114
"3085","Norway","NOR",2012,"bioenergy",0.33,115
"3086","Norway","NOR",2012,"coal",0.04,116
"3087","South Africa","ZAF",2012,"wind",0.04,117
"3088","Canada","CAN",2012,"other_renewables",0.03,118
"3089","Germany","DEU",2012,"other_renewables",0.03,119
"3090","South Africa","ZAF",2012,"solar",0.03,120
"3091","Sweden","SWE",2012,"solar",0.02,121
"3092","Australia","AUS",2012,"other_renewables",0,122
"3093","Australia","AUS",2012,"nuclear",0,123
"3094","Brazil","BRA",2012,"other_renewables",0,124
"3095","Brazil","BRA",2012,"solar",0,125
"3096","China","CHN",2012,"other_renewables",0,126
"3097","India","IND",2012,"other_renewables",0,127
"3098","Norway","NOR",2012,"other_renewables",0,128
"3099","Norway","NOR",2012,"solar",0,129
"3100","Norway","NOR",2012,"nuclear",0,130
"3101","Russia","RUS",2012,"solar",0,131
"3102","Russia","RUS",2012,"wind",0,132
"3103","South Africa","ZAF",2012,"other_renewables",0,133
"3104","Sweden","SWE",2012,"other_renewables",0,134
"3105","United Kingdom","GBR",2012,"other_renewables",0,135
"3106","World","OWID_WRL",2013,"coal",9306.75,1
"3107","World","OWID_WRL",2013,"gas",4939.52,2
"3108","China","CHN",2013,"coal",4077.37,3
"3109","World","OWID_WRL",2013,"hydro",3776.88,4
"3110","World","OWID_WRL",2013,"nuclear",2418.44,5
"3111","United States","USA",2013,"coal",1581.11,6
"3112","United States","USA",2013,"gas",1124.84,7
"3113","World","OWID_WRL",2013,"oil",1118.61,8
"3114","China","CHN",2013,"hydro",909.61,9
"3115","India","IND",2013,"coal",847.97,10
"3116","United States","USA",2013,"nuclear",789.02,11
"3117","World","OWID_WRL",2013,"wind",641.17,12
"3118","Russia","RUS",2013,"gas",500.04,13
"3119","France","FRA",2013,"nuclear",423.68,14
"3120","World","OWID_WRL",2013,"bioenergy",402.92,15
"3121","Japan","JPN",2013,"gas",399.25,16
"3122","Brazil","BRA",2013,"hydro",390.99,17
"3123","Canada","CAN",2013,"hydro",387.87,18
"3124","Japan","JPN",2013,"coal",341.72,19
"3125","Germany","DEU",2013,"coal",288.2,20
"3126","United States","USA",2013,"hydro",263.88,21
"3127","South Africa","ZAF",2013,"coal",217.07,22
"3128","Russia","RUS",2013,"hydro",181.15,23
"3129","United States","USA",2013,"wind",167.84,24
"3130","Russia","RUS",2013,"nuclear",161.38,25
"3131","Japan","JPN",2013,"oil",156.91,26
"3132","Russia","RUS",2013,"coal",152.73,27
"3133","Australia","AUS",2013,"coal",142.94,28
"3134","China","CHN",2013,"wind",138.26,29
"3135","India","IND",2013,"hydro",131.98,30
"3136","World","OWID_WRL",2013,"solar",131.42,31
"3137","United Kingdom","GBR",2013,"coal",130.26,32
"3138","Norway","NOR",2013,"hydro",128.14,33
"3139","China","CHN",2013,"gas",116.39,34
"3140","China","CHN",2013,"nuclear",111.5,35
"3141","Canada","CAN",2013,"nuclear",97.58,36
"3142","Germany","DEU",2013,"nuclear",97.29,37
"3143","United Kingdom","GBR",2013,"gas",95.84,38
"3144","Japan","JPN",2013,"hydro",79.04,39
"3145","World","OWID_WRL",2013,"other_renewables",72.58,40
"3146","France","FRA",2013,"hydro",71.92,41
"3147","United Kingdom","GBR",2013,"nuclear",70.61,42
"3148","Germany","DEU",2013,"gas",69.05,43
"3149","Sweden","SWE",2013,"nuclear",66.46,44
"3150","India","IND",2013,"gas",66.31,45
"3151","Brazil","BRA",2013,"gas",66.14,46
"3152","Canada","CAN",2013,"coal",63.04,47
"3153","Sweden","SWE",2013,"hydro",61.36,48
"3154","United States","USA",2013,"bioenergy",60.86,49
"3155","Canada","CAN",2013,"gas",53.88,50
"3156","Germany","DEU",2013,"wind",52.74,51
"3157","Australia","AUS",2013,"gas",48.48,52
"3158","Germany","DEU",2013,"bioenergy",45.51,53
"3159","United States","USA",2013,"oil",40.26,54
"3160","Brazil","BRA",2013,"bioenergy",39.27,55
"3161","China","CHN",2013,"bioenergy",37.13,56
"3162","India","IND",2013,"nuclear",33.31,57
"3163","Germany","DEU",2013,"solar",31.01,58
"3164","India","IND",2013,"wind",30.01,59
"3165","United Kingdom","GBR",2013,"wind",28.4,60
"3166","Brazil","BRA",2013,"oil",24.47,61
"3167","Germany","DEU",2013,"oil",24.27,62
"3168","France","FRA",2013,"coal",23.84,63
"3169","Germany","DEU",2013,"hydro",23,64
"3170","India","IND",2013,"bioenergy",22.48,65
"3171","Japan","JPN",2013,"bioenergy",22.05,66
"3172","Brazil","BRA",2013,"coal",21.39,67
"3173","United States","USA",2013,"other_renewables",18.76,68
"3174","France","FRA",2013,"gas",18.39,69
"3175","Australia","AUS",2013,"hydro",18.12,70
"3176","United Kingdom","GBR",2013,"bioenergy",18.1,71
"3177","Canada","CAN",2013,"wind",17.78,72
"3178","France","FRA",2013,"wind",16.13,73
"3179","Brazil","BRA",2013,"nuclear",14.65,74
"3180","South Africa","ZAF",2013,"nuclear",13.61,75
"3181","Japan","JPN",2013,"solar",12.88,76
"3182","Sweden","SWE",2013,"bioenergy",11.45,77
"3183","France","FRA",2013,"oil",11.12,78
"3184","India","IND",2013,"oil",10.65,79
"3185","Japan","JPN",2013,"nuclear",10.43,80
"3186","Canada","CAN",2013,"bioenergy",10.14,81
"3187","China","CHN",2013,"oil",10.01,82
"3188","Sweden","SWE",2013,"wind",9.84,83
"3189","Australia","AUS",2013,"wind",9.54,84
"3190","United States","USA",2013,"solar",9.04,85
"3191","China","CHN",2013,"solar",8.37,86
"3192","Russia","RUS",2013,"oil",8.21,87
"3193","Brazil","BRA",2013,"wind",6.58,88
"3194","Canada","CAN",2013,"oil",5.95,89
"3195","France","FRA",2013,"bioenergy",5.68,90
"3196","United Kingdom","GBR",2013,"oil",5.46,91
"3197","France","FRA",2013,"solar",5.19,92
"3198","Japan","JPN",2013,"wind",5.19,93
"3199","United Kingdom","GBR",2013,"hydro",4.7,94
"3200","Australia","AUS",2013,"oil",4.36,95
"3201","Australia","AUS",2013,"solar",3.48,96
"3202","India","IND",2013,"solar",3.43,97
"3203","South Africa","ZAF",2013,"oil",3.41,98
"3204","Australia","AUS",2013,"bioenergy",3.06,99
"3205","South Africa","ZAF",2013,"gas",2.8,100
"3206","Sweden","SWE",2013,"oil",2.38,101
"3207","Japan","JPN",2013,"other_renewables",2.32,102
"3208","Norway","NOR",2013,"gas",2.07,103
"3209","United Kingdom","GBR",2013,"solar",2.01,104
"3210","Norway","NOR",2013,"wind",1.88,105
"3211","Canada","CAN",2013,"solar",1.48,106
